"CODIGO_SOLICITUD","FECHA_RECEPCION","FECHA_RESPUESTA","PAIS_SOLICITUD","SECTOR_SOLICITUD","CATEGORIA_SOLICITUD","ESTADO_SOLICITUD","RESUMEN_SOLICITUD","RESUMEN_RESPUESTA","RESERVA","ES_REVISION","FECHA_RECEPCION_REVISION","FECHA_RESPUESTA_REVISION","RESUMEN_SOLICITUD_REVISION","RESUMEN_RESPUESTA_REVISION","ESTADO_REVISION"
F-22-2025,2025-02-26 11:22:55.000,2025-03-03 18:33:20.000,Argentina,Medios de comunicación,Compleja,Otorgado,Quisera saber quién fue adjudicado para la construcción de  tramo La Barca - El Progreso  en el Corredor Turístico de Honduras (CA 13),"El proceso para la contratación del Diseño  Ampliación y Mejoramiento de Carretera La Barca - El Progreso del Programa de Carreteras Resilientes de Honduras  aún no ha sido adjudicado. El proceso aun se encuentra en evaluación por parte del Organismo Ejecutor.


Fecha de cierre de solicitud: 03/03/2025",,0,,,,,
F-23-2025,2025-02-27 13:47:31.000,2025-02-27 15:50:32.000,United States,Sector Privado,Estandar,Otorgado,"Hi 
We would like to confirm our eligibility to bid and contract with the Central American Bank for Economic Integration (CABEI) as an American firm. We understand that CABEI maintains a list of Prohibited Counterparties. Should we have to register with CABEI to bid/contract?","U.S. companies can participate in procurement and contracting processes with CABEI  subject to the rules and requirements established for each process. Prior registration is not required.
Information on integrity and compliance  including sanctioned entities  applicable regulations  and other key details  can be found at the following link:
https://www.bcie.org/acerca-del-bcie/oficina-de-integridad-y-cumplimiento
Information on project procurement awards  including the option to register for process notifications  is available at:
https://adquisiciones.bcie.org/
Information on corporate procurement awards  including the option to register for process notifications  is available at:
https://proveedoreserp.bcie.org/inicio


Fecha de cierre de solicitud: 02/27/2025",,0,,,,,
F-24-2025,2025-03-18 07:22:12.000,2025-03-19 11:50:51.000,Panamá,Personal,Compleja,Otorgado,"Buen día  me gustaría participar en su programa de capital semillas para emprendimientos  que requisitos tendría que cumplir o si me brindan más información o como participar.

Buen día  quedó muy atento.","Agradecemos su interés en obtener recursos de capital semilla.
El BCIE a través de la Iniciativa Dinámica II realizó el 07 de mayo de 2024 el lanzamiento de un Programa de Capital Semilla para Emprendedores y Mipymes en la Región. El periodo de postulación cerró el 05 de julio de 2024 y de momento no tenemos más programas de capital semilla para nuevas convocatorias.  Sin embargo  le invitamos a estar pendiente de futuras oportunidades de financiamiento.


Fecha de cierre de solicitud: 03/19/2025",,0,,,,,
F-25-2025,2025-03-18 11:42:31.000,2025-03-29 09:03:51.000,Costa Rica,ONG,Compleja,Otorgado,"Solicito acceso a Informes país diferentes al de Argentina sobre Beneficiarios Finales (BF)  ya que no aparecen en la página web

En caso de no existir financiamiento del BCIE para hacer dichos informes de BF en otros países de la región  o bien estar en proceso de elaboración o contratación de dichos estudios en 2025  le solicito que expresamente así lo indique y en tal caso  para que fecha aproximada se estima que habrá acceso a los mismos y de que país o países tratarían.","Le confirmamos que de los proyectos locales que se están financiando en el marco de este Programa  solamente Argentina solicitó un producto específicamente de Beneficiario Final  el cual puede encontrar en el siguiente link: Evaluación Regional de Riesgos de las Personas y Estructuras Jurídicas para el LA/FT – PROGBCIE2302 – GAFILAT.
Los documentos en el marco del “Programa para el Fortalecimiento de los Sistemas ALA/CFT de los países del GAFILAT para la Quinta Ronda de las Evaluaciones Mutuas” son elaborados por el Grupo de Acción Financiera de Latinoamérica (GAFILAT)  como expertos técnicos en la materia  con el apoyo de los países beneficiarios quienes proporcionan la información y documentación competente. El GAFILAT y sus países miembros podrán hacer uso de estos materiales y quedan autorizados para difundirlos  en caso de considerarlo pertinente  para fines del fortalecimiento de los sistemas ALA/CFT; conforme a la sensibilidad y confidencialidad de la información  los países podrán o no difundir dichos informes completos.
Se confirma que a la fecha no hay informes en proceso  adicionales al de Argentina  relacionados con estudios de beneficiario final de algún país.
 


Fecha de cierre de solicitud: 03/29/2025",,0,,,,,
F-26-2025,2025-03-20 12:25:55.000,2025-05-21 18:23:10.000,República Dominicana,Academia,Compleja,Otorgado,"Normas para la Aplicación de la Política para la
obtención de bienes  obras  servicios y consultorías
con recursos del Banco Centroamericano de
Integración Económica PRE-5/2017  vigente desde el 26 de enero de 2017 hasta el 24 de mayo de 2018. Cuando abro la referida Norma PRE-5/2017 en el portal de adquisiciones del BCIE  me abre la Norma PRE-40/2013  

Favor de enviarme la Norma PRE-5/2017 y corregir la página web de adquisiciones de ustedes","Se adjunta el documento.


Fecha de cierre de solicitud: 05/21/2025",,0,,,,,
F-27-2025,2025-03-25 09:36:49.000,2025-03-28 09:42:54.000,Argentina,Sector Público,Estandar,Otorgado,"Programa de Inversión Social en Seguridad Ciudadana para la Provincia del Chaco
País: Argentina (ARG)
ID Operación: 500818
Nombre Operación:
Inversión Social en Seguridad Ciudadana

Fecha de Publicación:2023-05-04
Etapa:Formalización
Cliente:Provincia de Chaco de la República Argentina
Oficina:Gerencia de Panamá (GERPAN)
Tipo documental:Perfil de la operación
Sector Institucional:Sector Público
Tipo de Garantía:Soberana
Unidad EjecutoraESTADO
Tipo de Operación:Préstamo Tradicional
Actividad económica:Administración pública y defensa; planes de seguridad social de afiliación obligatoria"," 
La información de los perfiles de las operaciones puede ser encontrada en el siguiente enlace: 
Perfil de la Operación - Banco Centroamericano de Integración Económica
Toda la documentación que se divulga en el ciclo de las operaciones puede ser encontrada en el siguiente enlace: 
Gerencia del Sector Público Soberano - Banco Centroamericano de Integración Económica


Fecha de cierre de solicitud: 03/28/2025",,0,,,,,
F-28-2025,2025-03-25 10:01:07.000,2025-05-12 17:53:15.000,Guatemala,Personal,Estandar,Otorgado,Buenos días esty interesada in recibir información del programa BCIE DE CRÉDITO EDUCATIVO PBCE. Para mi hija,"El Banco Centroamericano de Integración Económica (BCIE) es una institución financiera multilateral de desarrollo  con carácter internacional. Toda la información institucional  misión y valores del Banco pueden ser encontrados en el siguiente enlace: https://www.bcie.org/acerca-del-bcie/informacion-institucional 
Las modalidades e instrumentos financieros que ofrece el BCIE para el sector público soberano y sector público no soberano y privado pueden ser encontrados en el siguiente enlace: https://www.bcie.org/modalidades-e-instrumentos-financieros 
El BCIE no ofrece de manera directa financiamiento a particulares bajo las modalidades y características que usted requiere. 


Fecha de cierre de solicitud: 05/12/2025",,0,,,,,
C-29-2025,2025-03-25 17:31:00.000,2025-04-11 16:18:08.000,Honduras,Academia,Compleja,Otorgado,"A continuación un resumen de la solicitud de información: 
Sabemos qué han implementado soluciones de energía renovable en sus desarrollos  por lo que nos gustaría conocer más detalles sobre la integración de paneles solares en sus proyectos. En particular  estamos interesados en información como:
La cantidad de paneles solares instalados en sus proyectos.
La potencia total que están generando con estos sistemas.
El tipo de tecnología fotovoltaica utilizada.
Cualquier información que puedan compartir nos sería de gran utilidad para fortalecer nuestro análisis. Asimismo  nos gustaría coordinar una reunión o llamada con su equipo para conocer más detalles sobre su experiencia en la implementación de estas soluciones.
Agradecemos de antemano su tiempo y colaboración. Quedamos atentos/as a su respuesta.
","En atención a su indagatoria  hacemos de su conocimiento que en Honduras el BCIE no ha financiado proyectos residenciales que utilicen energía fotovoltaica.  Sin embargo  en el año 2017 el Banco aprobó un financiamiento para un proyecto solar fotovoltaico  pero el mismo no fue financiado por el BCIE ya que la empresa no prosiguió con las gestiones de escrituración del financiamiento.
Este tipo de proyectos de generación de energía renovable  tienen impactos positivos para la República de Honduras  tanto económicos  sociales y de sostenibilidad ambiental.
- Reducción de importaciones de barriles de petróleo  ahorrándole al Estado un monto aproximado de US$6.0 millones.
- Disminuye la dependencia de la energía térmica.
- Diversificación de la matriz energética.
- Reducción de emisiones de CO2.
- Generación de empleo al requerir de personal especializado para instalación y mantenimiento de paneles solares.
 
Una gran ventaja de este tipo de energía es que los paneles solares pueden funcionar aunque no reciban los rayos directos del sol  ya que aunque los días sean nublados  hay una parte de la radiación solar que puede ser aprovechada por los paneles solares.
Se comparte una pequeña tabla indicativa de la cantidad de paneles necesarios según el requerimiento de generación de kw h.
 

En vista de que no contamos con información específica sobre el objeto de su investigación  les compartimos algunos enlaces donde podrían encontrar información de utilidad para su proyecto.  Sin embargo  en la Secretaría de Energía podrían obtener información sobre este tema ya que ellos tienen estadísticas y cifras que les serán de mucha utilidad.
4-REF-UNAH-v8i2-109-116-2020-.pdf
¿Cuántos Paneles Solares Necesito? Calcúlalo para Tu Casa
L75 000 cuesta electrificar una casa con paneles solares
¿Cómo funciona la instalación de paneles solares en Honduras?
“ENERGÍA SOLAR PARA AUTOCONSUMO”: PROMUEVEN CONSUMO DE ENERGÍA LIMPIA EN HOGARES - EL LIBERTADOR
Potencia instalada por departamento Zona centro Sur – Secretaría de Energía "".
 


Fecha de cierre de solicitud: 04/11/2025",,0,,,,,
F-30-2025,2025-03-27 07:28:15.000,2025-04-01 08:40:26.000,Philippines,Personal,Estandar,Otorgado,"A continuación un resumen de la solicitud: 
I would like to know and learn more about the Central American Bank for Economic Integration. In this regard  I would like to request available publications (such as guides  brochures  pamphlets  maps  magazines  books  research papers  and others) regarding the bank  fact sheets  related information about your programs and activities  and various studies to be sent through mail  if those are available. 
","Please find below the information requested:
Publications  pamphlets  maps  magazines  books  research papers
https://www.bcie.org/novedades/publicaciones 
Information related to our projects:
https://www.bcie.org/operaciones-y-adquisiciones/informacion-de-operaciones/gerencia-del-sector-publico-soberano


Fecha de cierre de solicitud: 04/01/2025",,0,,,,,
F-31-2025,2025-03-28 10:24:37.000,2025-03-29 09:00:13.000,Nicaragua,Personal,Estandar,Otorgado,Buenos días para solicitar vivienda solidaria financiado por BCIE Y INVUR somos una familia de 3 y no tenemos donde vivir un techo digno,"El Banco Centroamericano de Integración Económica (BCIE) es una institución financiera multilateral de desarrollo  con carácter internacional. Toda la información institucional  misión y valores del Banco pueden ser encontrados en el siguiente enlace: https://www.bcie.org/acerca-del-bcie/informacion-institucional 
Las modalidades e instrumentos financieros que ofrece el BCIE para el sector público soberano y sector público no soberano y privado pueden ser encontrados en el siguiente enlace: https://www.bcie.org/modalidades-e-instrumentos-financieros 
El BCIE no ofrece de manera directa financiamiento a particulares bajo las modalidades y características que usted requiere. 


Fecha de cierre de solicitud: 03/29/2025",,0,,,,,
F-32-2025,2025-03-28 14:30:12.000,2025-03-29 08:53:47.000,Guatemala,Personal,Estandar,Otorgado,"A continuación  un resumen de la solicitud: 
Solicito información como aplicar para tener la oportunidad de pertenecer a tan prestigiosa institución.
"," 
A. Si tiene interés en un empleo en el BCIE  debes consultar el siguiente enlace:
https://www.bcie.org/acerca-del-bcie/carreras/plazas-vacantes  
En este sitio encontrarás anuncios sobre vacantes y los Programas de Jóvenes Profesionales y Prácticas Profesionales. A través del mismo sitio puedes enviar tu hoja de vida para que figure en la base de datos del Banco. A continuación  te proporcionamos las instrucciones para aplicar:
Si no tiene una cuenta creada en LinkedIn  ir al siguiente enlace: http://www.linkedin.com Abrir el perfil colocando experiencia académica y laboral  conocimiento de entidades y fuentes de financiamiento bilaterales y multilaterales  entre otra información relevante.
Buscar la página: http://www.linkedin.com/company/bcie 
- Buscar la posición a la que está aplicando o dar click en el siguiente enlace:https://www.linkedin.com/jobs/view/2386989836/?capColoOverride=true
- Luego dar click sobre “aplicación sencilla” y finalmente dar click en “aplicar”.
B. La información sobre el Programa de Jóvenes Profesionales puede ser encontrada en el siguiente enlace: https://www.bcie.org/acerca-del-bcie/carreras/programa-de-jovenes-profesionales 
C. Para información sobre pasantías remitir sus dudas a: recursoshumanos@bcie.org. 


Fecha de cierre de solicitud: 03/29/2025",,0,,,,,
F-34-2025,2025-03-31 12:36:02.000,2025-07-03 10:35:50.000,El Salvador,Academia,Compleja,Otorgado,"A continuación  un resumen de la solicitud: 
¿Qué papel considera que juega la sociedad civil en los proyectos y operaciones del BCIE? o En su experiencia  ¿ha habido iniciativas en las que la sociedad civil haya tenido una participación en algún proyecto del BCIE? ¿podría ampliar un poco más la experiencia? b) Percepciones sobre la relación actual con la sociedad civil: o ¿Cómo percibe la relación del BCIE con las organizaciones de la sociedad civil? o ¿En qué tipo de proyectos y operaciones cree que la sociedad civil podría aportar más valor al trabajo que realiza el BCIE? o ¿Cree que existen barreras que limitan la interacción entre el BCIE y la sociedad civil? ¿Cuáles serían? o Desde su área de trabajo  ¿qué tan importante considera la participación de la sociedad civil en la toma de decisiones del BCIE? c) Mecanismos y canales de interacción: o ¿Existen mecanismos formales dentro de su área para incorporar a la sociedad civil en las decisiones o en el diseño de proyectos? o ¿Cuáles considera que son las limitaciones o áreas de mejora para estos mecanismos en específico? d) Factores que facilitan la colaboración: o ¿Qué elementos podrían fortalecer la relación entre la sociedad civil y el BCIE? o ¿Ha recibido capacitación o información sobre cómo interactuar efectivamente con organizaciones de la sociedad civil?  ¿considera útil estas capacitaciones? o Desde su perspectiva  ¿qué tipo de apoyo sería más útil para mejorar la colaboración? e) Oportunidades para el lobby directo: o ¿Qué espacios o momentos considera más adecuados para que la sociedad civil presente sus propuestas o preocupaciones? o ¿Qué recomendaciones podría dar para establecer relaciones más efectivas entre la sociedad civil y las funcionarias/os del BCIE? f) Percepciones sobre las dinámicas internas del BCIE: o ¿Existen áreas o departamentos dentro del BCIE que  en su opinión  estén más abiertas a la participación de la sociedad civil? o ¿Hay resistencias internas hacia la participación de la sociedad civil? Si es así  ¿cuáles cree que son sus principales causas? o ¿Qué cambios internos cree que podrían implementarse en el BCIE para mejorar la interacción con la sociedad civil? o ¿Cómo imagina una colaboración ideal entre el BCIE y las organizaciones de la sociedad civil dentro de 5 años?
","Se adjunta un documento con una respuesta a sus preguntas.


Fecha de cierre de solicitud: 07/03/2025",,0,,,,,
F-38-2025,2025-04-09 16:04:17.000,2025-04-23 15:06:45.000,Honduras,Personal,Estandar,Otorgado,Necesito información acerca de capital semilla para emprendedores,"Agradecemos su interés en obtener recursos de capital semilla.
El BCIE a través de la Iniciativa Dinámica II realizó el 07 de mayo de 2024 el lanzamiento de un Programa de Capital Semilla para Emprendedores y Mipymes en la Región. El periodo de postulación cerró el 05 de julio de 2024 y de momento no tenemos más programas de capital semilla para nuevas convocatorias.  Sin embargo  le invitamos a estar pendiente de futuras oportunidades de financiamiento.


Fecha de cierre de solicitud: 04/23/2025",,0,,,,,
F-39-2025,2025-04-09 16:15:47.000,2025-04-23 15:04:53.000,Honduras,Personal,Estandar,Otorgado,Necesito información  acerca de los programas de capital semilla para prendedores,"Agradecemos su interés en obtener recursos de capital semilla.
El BCIE a través de la Iniciativa Dinámica II realizó el 07 de mayo de 2024 el lanzamiento de un Programa de Capital Semilla para Emprendedores y Mipymes en la Región. El periodo de postulación cerró el 05 de julio de 2024 y de momento no tenemos más programas de capital semilla para nuevas convocatorias.  Sin embargo  le invitamos a estar pendiente de futuras oportunidades de financiamiento.


Fecha de cierre de solicitud: 04/23/2025",,0,,,,,
C-40-2025,2025-04-10 18:29:00.000,2025-06-19 17:02:49.000,Costa Rica,Medios de comunicación,Compleja,Otorgado,"Copia de los informes de ejecución para los años 2023 y 2024 de los fondos donados a Costa Rica por parte del BCIE.
","Copia de los informes de ejecución para los años 2023 y 2024 de los fondos donados a Costa Rica por parte del BCIE.
En el marco de cooperaciones técnicas no reembolsables  únicamente se registró las siguientes cooperaciones:
Año 2023: Mejoras en ciberseguridad  salud ocupacional  equipamiento en las instalaciones de la presidencia y evaluación de las políticas de desarrollo a nivel nacional.
Año 2024: Cooperación para apoyar a la reducción del gasto público de la República de Costa Rica.
En relación con la cooperación técnica no reembolsable aprobada por el BCIE a la República de Costa Rica en diciembre de 2023 para financiar la contratación de consultores especializados para la elaboración de insumos técnicos orientados a la reducción del gasto público  en 2024  el Gobierno recibió como entregable referente al producto y alcance  un estudio actuarial a satisfacción  por lo que solicitó el desembolso correspondiente.
Entre tanto  la cooperación financiera para países fundadores y regionales no fundadores aprobada en 2024  a la fecha no registra entregables  dado que se encuentra en fase de planificación y ejecución.


Fecha de cierre de solicitud: 06/19/2025",,0,,,,,
F-41-2025,2025-04-21 10:55:40.000,2025-05-18 18:13:14.000,España,Sector Privado,Compleja,Otorgado,"A continuación un resumen de la solicitud: 
Les escribimos para solicitar su amable asistencia  ya que recientemente completamos el proceso de registro en el Portal de Proveedores del BCIE  pero no hemos recibido ningún correo de confirmación ni las instrucciones necesarias para activar el usuario y contraseña. Agradeceríamos mucho si pudieran verificar si el registro fue recibido correctamente y orientarnos sobre los pasos a seguir para poder acceder a la plataforma. 
","Tengo a bien comunicarle que su perfil se encuentra en estado activo  el cual fue aprobado desde el 21 de abril. Al respecto  en seguimiento  se le enviará un email para validar si requiere algún apoyo adicional en la gestión de su perfil. 


Fecha de cierre de solicitud: 05/18/2025",,0,,,,,
C-42-2025,2025-04-12 00:43:00.000,2025-04-23 14:51:13.000,Costa Rica,Sector Público,Estandar,Otorgado,"Buenas tardes  un gusto saludarles y agredecerle me hayan incorporado para recibir informacion  en esta ocasion deseo consultarles sobre si la informacion que se genera de un proyecto con fondos BCIE  es publica? o existe dentro de las politicas del banco que sea reservada?  de antemano muchas gracias
"," 
El BCIE divulga una amplia gama de información sobre sus proyectos y operaciones. A continuación  algunos enlaces que le permitirán explorar la información que se publica: 
https://www.bcie.org/operaciones-y-proyectos/divulgacion-de-operaciones-en-proceso-de-preparacion
https://www.bcie.org/operaciones-y-adquisiciones/informacion-de-operaciones/gerencia-del-sector-publico-soberano 
https://www.bcie.org/operaciones-y-proyectos/informacion-de-operaciones 
https://www.bcie.org/operaciones-y-proyectos/documentos 
https://www.bcie.org/operaciones-y-proyectos/cifras-historicas 
Respecto de la información que el Banco considera reservada  le invitamos a conocer la Política de Acceso a la Información en el que se detalla las categorías de información que es reservada (artículo 25). 
https://bcie2014.sharepoint.com/sites/DocPub/Doc_Pub/Forms/Tipo%20documental.aspx?id=%2Fsites%2FDocPub%2FDoc%5FPub%2F658%2FPOL%C3%8DTICA%20DE%20ACCESO%20A%20LA%20INFORMACI%C3%93N%20DEL%20BCIE%2Epdf&parent=%2Fsites%2FDocPub%2FDoc%5FPub%2F658&p=true&ga=1 


Fecha de cierre de solicitud: 04/23/2025",,0,,,,,
F-43-2025,2025-04-25 14:20:01.000,2025-05-08 06:45:17.000,Colombia,ONG,Estandar,Otorgado,"Greetings 

I hope this message finds you well. I'd like to kindly request information regarding the proper means to apply for funding  grants or wheter or not there are current requests for proposals open. In particular  I'd like to know if there's a database or platform in which I could find more information on the subject that is applicable for non profits in Colombia.

Thank you for your time.
","The Central American Bank for Economic Integration (CABEI) is a multilateral financial and development institution. The institutional information  mission and values of the Bank can be found at the following link: 
https://www.bcie.org/en/about-us/general-information
The financial modalities and instruments offered by CABEI for the sovereign public sector and the non-sovereign and private public sectors can be found at the following link:
https://www.bcie.org/en/financial-modalities-and-instruments/financial-instruments 
CABEI does not directly offer financing to individuals under the modalities and characteristics that you require.


Fecha de cierre de solicitud: 05/08/2025",,0,,,,,
F-44-2025,2025-04-29 14:38:40.000,2025-05-08 06:52:43.000,Costa Rica,Personal,Estandar,Otorgado,"A continuación  un resumen de la solicitud:
""Me gustaría obtener información acerca del capital semilla que podrían ofrecer ustedes o si ofrecen un fondo o algún tipo de financiamiento flexible que nos dé chance de trabajar la tierra  sembrar y producir para obtener ventas La idea principal es seguir un esquema Agroforestal orgánico aprovechando todos los recursos que tenemos a mano  tenemos produccion de banano  cas  guayaba  guanábana entre otras  además de ampliar la cantidad de árboles las queremos combinar con especies de árboles maderables y/o que sirvan como atrayentes de especies de animales y convertir la finca en un espacio para diferentes actividades a las cuales se les puede sacar provecho económico Por lo que me gustaría saber si tienen alguna opción para mi Agradezco cualquier información"".
","Agradecemos su interés en obtener recursos de capital semilla.
El BCIE a través de la Iniciativa Dinámica II realizó el 07 de mayo de 2024 el lanzamiento de un Programa de Capital Semilla para Emprendedores y Mipymes en la Región. El periodo de postulación cerró el 05 de julio de 2024 y  por el momento  no tenemos más programas de capital semilla para nuevas convocatorias.  Sin embargo  le invitamos a estar pendiente de futuras oportunidades de financiamiento.


Fecha de cierre de solicitud: 05/08/2025",,0,,,,,
F-45-2025,2025-05-04 03:49:49.000,2025-05-08 07:23:06.000,Guatemala,Academia,Estandar,Otorgado,"A continuación  un resumen de la solicitud: 
""Me comunico con ustedes en el marco de la realización de mi investigación de grado para optar al título de Licenciatura en Relaciones Internacionales. El tema de mi investigación es la Integración Económica Centroamericana  por lo que quisiera solicitar su apoyo para poder realizar una entrevista con un experto en esta área. Estoy segura de que sus aportes serían de gran valor para el desarrollo y enriquecimiento de mi trabajo académico. Agradezco de antemano su atención y quedo atenta a su respuesta"". 
","Mediante su correo electrónico personal nos hemos comunicado con usted para agendar una entrevista con un especialista en integración y apoyarla con la información que necesita. 


Fecha de cierre de solicitud: 05/08/2025",,0,,,,,
F-46-2025,2025-05-04 17:56:57.000,2025-06-11 11:57:34.000,Ecuador,Sector Privado,No Categorizada,Desestimado,"Con el saludo coordial a BCIE  lo escribo desde Ecuador. 
Soy el SOLICITANTE de informacion por los BONOS DE SOSTENIBILIDAD. Soy Tecnico en Restauracion de Ecosistemas  Reforestacuin y conservacion de la Biodiversidad.
Entiendo que mi Pais no esta en la lista de miembros y su parte politica. Pero yo actuo muy indistintamente basandome en bien del Medio Ambiente. Aqui por los rematentes de bosques nativos. Yo como Restaurador miro por el Mundo como Miembro de la "" Society Ecologica Restauration Internacional SER "" 

Estoy aqui reiterando que deseo los Fondos para levantar programas a las  compensaciones de emisiones. Contar con proyectos para venta de creditos de Carbono y los bonos de cobservacion. POR FAVOR DESEO SUS RESPUESTAS a esta solicitud.
","Estimado:

Cumplo en notificarle que su solicitud de ticket: F-46-2025  ha sido desestimada porque no reúne los requisitos formales establecidos en la Política de Acceso a la Información. Principalmente debido a que no hemos logrado recibir de su parte insumos precisos y claros para entender qué tipo de información requiere. 
Cumplo en mencionarle que usted está habilitado para presentar otras solicitudes de información en el que se incorporen los detalles necesarios. 

Saludos cordiales 
Unidad de Acceso a la Información


Fecha cierre de solicitud: 06/11/2025",,0,,,,,
F-47-2025,2025-05-12 10:48:24.000,2025-05-18 18:04:13.000,El Salvador,ONG,Compleja,Otorgado,"Por este medio solicito información del proyecto Programa “Mi Nueva Escuela” (construcción y remodelación de 186 centros escolares)  número de préstamo No: BIRF-9067 SV0   la siguiente información:
- Monto del proyecto
- Sector/sub sector
- Ubicación del proyecto
- Número de beneficiarios
- Fecha de inicio de las obras
- Tiempo de ejecución
- Porcentaje de avance
- Fecha de finalización contractual


","A continuación 
- Monto del proyecto: USD200 000 000.0
- Sector/sub sector: Público
- Sector Económico (área de focalización): Desarrollo Humano e Infraestructura Social
- Ubicación del proyecto: El Programa se ubica en 10 departamentos de El Salvador. Los departamentos se priorizaron con base en el mapa de pobreza multidimensional  por lo que se excluyeron escuelas pertenecientes a los departamentos de Ahuachapán  San Salvador  San Vicente y Usulután. Para el caso del departamento de La Libertad se excluyeron escuelas ubicadas dentro de los municipios pertenecientes al área metropolitana de San Salvador (AMSS)  dichos municipios son Santa Tecla y Antiguo Cuscatlán.
- Número de beneficiarios: 55 401 (Población estudiantil anual de centros educativos a intervenir.) Población de área de influencia: 2 570 785 habitantes.
- Fecha de inicio de las obras: 19 de agosto de 2022
- Tiempo de ejecución: 60 meses (tiempo estimado)
- Porcentaje de avance: 3.72% al 31 de marzo 202
- Fecha de finalización contractual: 19 de agosto de 2027 (fecha estimada)


Fecha de cierre de solicitud: 05/18/2025",,0,,,,,
F-48-2025,2025-05-12 10:55:04.000,2025-05-18 18:01:32.000,El Salvador,ONG,Compleja,Otorgado,"Por este medio se solicita información del proyecto ""El Proyecto consiste en la construcción de un viaducto y ampliación de la carretera Panamericana CA01W6 (Tramo Los Chorros)  entre Autopista Monseñor Romero y CA01W; municipios de Santa Tecla  Colón y San Juan Opico  departamento de La Libertad""
se solicita la siguiente información:
- Monto del proyecto.
- Sector/sub sector.
- Ubicación del proyecto.
- Número de beneficiarios.
- Fecha de inicio de las obras.
- Tiempo de ejecución.
- Porcentaje de avance.
- Fecha de finalización contractual.


","A continuación  las respuestas: 
- Monto del proyecto (este proyecto está dividido en dos préstamos): USD428 595 600.61 (Monto conformado de la siguiente manera: Préstamo No. 2243: Fuente BCIE (USD165 324 128.72) y Fuente KEXIM (USD80 500 000.00). Total préstamo No. 2243 (USD245 824 128.72). Préstamo No. 2306: Fuente BCIE (USD39 304 000.00) y Fuente KEXIM (USD126 696 000.00). Total préstamo 2306 (USD166 000 000.00). Aportes de contrapartida (USD16 771 471.89)
- Sector/sub sector: Público.
- Sector económico (área de focalización): Infraestructura.
- Ubicación del proyecto: El proyecto se encuentra ubicado en los municipios de Santa Tecla  Colón y San Juan Opico  departamento de La Libertad  carretera Panamericana CA01W  iniciando desde el Intercambiador al final de la autopista Monseñor Romero sector denominado Las Delicias hasta lel sector del desvío de San Juan Opico de la Carretera Panamericana CA01W
- Número de beneficiarios: 337 036 (población directamente beneficiada por la realización del proyecto.
- Fecha de inicio de las obras: 24 de octubre de 2023
- Tiempo de ejecución: 60 meses (plazo estimado de ejecución)
- Porcentaje de avance: 15.07% al 30 de abril de 2025
- Fecha de finalización contractual: 24 de noviembre de 2028 (fecha estimada)


Fecha de cierre de solicitud: 05/18/2025",,0,,,,,
F-49-2025,2025-05-12 23:07:51.000,2025-05-19 09:28:11.000,Honduras,Personal,Estandar,Otorgado,Deseo información sobre Pasantias que ofrece el Banco para Estudiantes Universitarios estoy interesada en realizar un pasantia  Actualmente soy estudiante de Relaciones internacionales en la UNICAH y me gustaria tener la oportunidad de realizar una pasantia en un lugar tran importante como el banco central. Espero su respuesta y de antemano gracias.,"A. Si tiene interés en un empleo en el BCIE  debes consultar el siguiente enlace:
https://www.bcie.org/acerca-del-bcie/carreras/plazas-vacantes  
En este sitio encontrarás anuncios sobre vacantes y los Programas de Jóvenes Profesionales y Prácticas Profesionales. A través del mismo sitio puedes enviar tu hoja de vida para que figure en la base de datos del Banco. A continuación  te proporcionamos las instrucciones para aplicar:
Si no tiene una cuenta creada en LinkedIn  ir al siguiente enlace: http://www.linkedin.com Abrir el perfil colocando experiencia académica y laboral  conocimiento de entidades y fuentes de financiamiento bilaterales y multilaterales  entre otra información relevante.
Buscar la página: http://www.linkedin.com/company/bcie 
- Buscar la posición a la que está aplicando o dar click en el siguiente enlace:https://www.linkedin.com/jobs/view/2386989836/?capColoOverride=true
- Luego dar click sobre “aplicación sencilla” y finalmente dar click en “aplicar”.
B. La información sobre el Programa de Jóvenes Profesionales puede ser encontrada en el siguiente enlace: https://www.bcie.org/acerca-del-bcie/carreras/programa-de-jovenes-profesionales 
C. Para información sobre pasantías remitir sus dudas a: recursoshumanos@bcie.org. 


Fecha de cierre de solicitud: 05/19/2025",,0,,,,,
F-50-2025,2025-05-14 11:36:34.000,2025-05-19 09:25:05.000,Costa Rica,Sector Privado,Estandar,Otorgado,Necesito saber como podemos acceder a un financiamiento para la empresa  como podemos contactarnos para tener un acercamiento y conocer si es posible acceder a fondos ya sea directos o de banca de segundo piso.,"El Banco Centroamericano de Integración Económica (BCIE) es una institución financiera multilateral de desarrollo  con carácter internacional. Toda la información institucional  misión y valores del Banco pueden ser encontrados en el siguiente enlace: https://www.bcie.org/acerca-del-bcie/informacion-institucional 
Las modalidades e instrumentos financieros que ofrece el BCIE para el sector público soberano y sector público no soberano y privado pueden ser encontrados en el siguiente enlace: https://www.bcie.org/modalidades-e-instrumentos-financieros
De la información que usted colocó en el formulario  entendemos que usted es de Costa Rica. A tal efecto  le comparto el número telefónico de la oficina de Costa Rica. 
Tel: (506) 2207-6500 
Fax: (506)  2253-2161


Fecha de cierre de solicitud: 05/19/2025",,0,,,,,
